0025c00b-355e-4269-8ecb-20a967720da8,85,1673,2017-11-15 12:09:00.0,d152a9f7_2f91_4499_a3e9_830005bcfba4
01b5828d-1007-46b3-a76b-293aed5dcdae,45,601,2017-11-15 12:09:00.0,c526b4c6_321b_4a27_9aa2_b21d67b368fc
0207b3de-d2ec-48c5-a5ea-ebfd2058184a,98,1470,2017-11-15 12:09:00.0,12c8bbb4_517c_40a8_9112_770113e9ddc0
0327818e-f51e-4ef7-908f-c430797a6fec,26,1598,2017-11-15 12:09:00.0,8060e998_5180_4e63_a659_cdf4f7288b4c
0345df87-341f-4686-bda5-0bbddf14805c,16,1763,2017-11-15 12:09:00.0,7d86cc3e_8d86_49bc_b248_6633811a79b1
074972dc-3ae8-4f44-91e9-57e010e16e6a,4,83,2017-11-15 12:09:00.0,c3e653f6_2aea_4880_970f_06f893760c17
08e4d90a-fc50-4fd1-bdb0-059910ac173d,91,798,2017-11-15 12:09:00.0,57c9bd62_0b8b_470d_9e78_8f38687972aa
092e6b85-d1a2-466c-b345-86c993c42874,30,1994,2017-11-15 12:09:00.0,df9a01a7_fb8c_4451_ad2c_238ca9cf69e5
0a366ac4-4c2a-46a3-a847-0d541a1e3a0a,45,1738,2017-11-15 12:09:00.0,486ac7de_e05e_4255_af12_0050e8360c7a
0a9f8b90-d6f5-40b5-b154-d0e26a61c80e,55,1518,2017-11-15 12:09:00.0,848d3da8_2f91_463d_9ee8_0c237538d7a3
0eacc950-884f-4d32-a7ea-5d0ad0e9e773,90,3132,2017-11-15 12:09:00.0,ea24c00f_23a5_4ae9_ac16_d05bc74886f3
0ecdf706-7716-4d59-aef2-281e13cbf2bc,69,278,2017-11-15 12:09:00.0,7dcc242c_a9f0_4bc5_82e9_a4f247b51802
108791f3-3aad-4225-adc3-eedde81c7c37,54,1554,2017-11-15 12:09:00.0,16d89c10_95f0_442b_b54e_291d2b2385c1
11bfef05-98a0-4195-8df9-b16d9c1e7e95,52,1099,2017-11-15 12:09:00.0,84a3ae4b_212d_4bf1_9924_79fc62fe76ca
13d1dc30-64b9-482a-a503-0ef072f6cd71,6,839,2017-11-15 12:09:00.0,wemo_08
14f22dcf-72af-4a18-92dc-adc160d78b6f,75,19,2017-11-15 12:09:00.0,1f3c703e_de8c_4f1f_ab23_0b0cb36acdee
14f44885-ce7a-4dbc-8ea4-559b4c0c077c,5,312,2017-11-15 12:09:00.0,0d64def0_ba0a_4d4e_837d_21243c153446
151bb48b-b53d-4e15-81a8-8fe5e1948306,22,1443,2017-11-15 12:09:00.0,fc1a2c4f_161e_4bd6_abf1_a30d00e1af5d
16ebf202-d375-432f-a1bd-82310f407a91,25,1364,2017-11-15 12:09:00.0,7ef877d7_57cf_4ae6_997d_4f9a796b9573
17229eaa-d484-4dc6-b957-6f3cabf681d8,4,1204,2017-11-15 12:09:00.0,7f329a4b_493f_4367_a699_b0b2c58562ef
178ba95e-cfb7-4368-8291-0a3919927147,68,2212,2017-11-15 12:09:00.0,ddedf675_37e4_44d4_957b_43322cdd2f8b
17dffb4f-e67d-4a5d-a2c8-0a9c68797e70,100,2511,2017-11-15 12:09:00.0,c6b52d4a_45f1_4e86_9e97_2d947ea5cf99
1814824a-48bb-4c00-bea8-3245eccb9049,45,2408,2017-11-15 12:09:00.0,23056ca0_fe93_4dc8_a613_d7dc902c252d
1accb6ac-a3ca-46c1-950d-883d2ef89913,92,1886,2017-11-15 12:09:00.0,a48b9428_7661_49f1_b920_153ba738b664
1b890adf-262e-4287-bbe7-617052d1d7ed,17,1567,2017-11-15 12:09:00.0,a7342130_fc95_4c9e_84ba_efa999997d7b
1bd4985e-1972-4f8c-a058-0e58fbebbc34,19,2090,2017-11-15 12:09:00.0,9b925df1_6258_4b29_a0c3_144930dd4717
1c9789be-7da1-47bd-8902-d6556e15e8dc,33,3434,2017-11-15 12:09:00.0,97b33e94_c016_487f_a500_77eed2abd1a0
1ecf6e10-2e4b-4a6d-a7dc-f742d55cab9e,33,3180,2017-11-15 12:09:00.0,97123673_5350_4da6_986c_121d03085ab1
1f21651e-c7a5-4c19-98f0-0feebc8c6ba2,28,3174,2017-11-15 12:09:00.0,ca2f0c08_6c3b_44c5_abeb_e14b4ffc6704
1f4f412c-e407-4687-80a1-b50d64f4dff0,34,587,2017-11-15 12:09:00.0,b5274056_856d_4573_959c_884b16e4cbd6
203f46d0-f92f-481a-a4c2-ba5369fa7dd0,16,3595,2017-11-15 12:09:00.0,7b2a58bc_9c03_4a1d_bb08_3542490f5cb2
21b5757d-9412-4a2a-b158-3b5bde5112d0,56,2256,2017-11-15 12:09:00.0,053ce185_5cca_4ef6_a1c8_cdea1b2c7885
238d7e20-b968-4935-9501-7a9069969a09,86,1021,2017-11-15 12:09:00.0,4a958f83_c3ac_4e01_ba65_dde09a0eb52d
271aba51-29f0-49ea-84d0-4dc39717865b,43,2696,2017-11-15 12:09:00.0,69d1812c_4335_4081_a380_65ad15d24e4a
2b2c6223-4e1b-4114-b015-48e2197573c4,55,2759,2017-11-15 12:09:00.0,c06ede5b_29e8_4812_8abf_59da1958dfde
2b36ee91-ae87-4442-89fc-ff8629d9e6fc,78,3209,2017-11-15 12:09:00.0,884fe6fd_f634_46ea_b78f_1294019e0838
32434fd3-a009-402e-916d-3875378011a3,75,266,2017-11-15 12:09:00.0,63ac4b62_a764_403d_97f5_7b3d9b3196c3
3284ca9e-282a-4b5d-be60-636528eb5fd3,50,3030,2017-11-15 12:09:00.0,210df5b9_705a_4da5_bbf1_eab6a1b73cc1
33a440cd-6df2-49ab-860a-a37aa547b9bc,28,269,2017-11-15 12:09:00.0,a8eb7da3_035f_47b4_acd2_9b80e2da36a9
3687f4c8-69d4-4e4a-b48f-18c2109ee68f,56,649,2017-11-15 12:09:00.0,5b649a67_2678_4a6c_947e_33a63e290934
378020c2-5d11-4ab4-bf36-99e7a76895b5,27,1482,2017-11-15 12:09:00.0,b4bd2dc7_5a1b_49ee_a05f_dce78cd9ccf3
3a2bb201-9096-4ac4-af25-043101d1c174,18,3215,2017-11-15 12:09:00.0,33163998_cfcc_4e3d_96b9_714a18d266aa
3ed04114-30d3-47f8-a6fa-b70149f177cf,38,1498,2017-11-15 12:09:00.0,607dd24f_131b_4f95_90a2_b4888cf1111e
3ef32052-d308-4ea2-9d28-0c0fab291a4e,100,2859,2017-11-15 12:09:00.0,816d9636_8904_4696_a0b5_1e6688417701
433ceecc-cc60-4542-80b2-343a1c9f83b4,1,1816,2017-11-15 12:09:00.0,f3cb57cd_7120_4197_bfb7_22335adc2f62
4475cac3-c132-4827-965b-14eab03b9a37,89,721,2017-11-15 12:09:00.0,db1569ef_b3c4_47b2_813e_1c367a55269d
448a07a9-2ef2-4796-baff-d8d7282674d7,55,2530,2017-11-15 12:09:00.0,949b3a0c_8e5e_4b9e_af87_55cf9178c967
