00a50718-a456-44f3-8c62-1de2cc840100,4cce687b-9877-4917-8b1d-76bea2e9ddd8,2017-11-13 01:42:00.0,3146_clwa_6011
01bd51d9-8e16-4636-bd08-9fff9c38b73f,d1f24c7d-7c27-432e-adad-227df38daa74,2017-11-13 01:42:00.0,3146_clwa_6011
05c33390-a36c-4f76-9df1-b922d3f2b150,aafbd941-62aa-4f51-ba18-a983155a7925,2017-11-13 01:42:00.0,3141_clwa_1427
08360178-91a6-40e9-9512-399d193a977e,748e4b11-c877-4878-b83b-056fce55703d,2017-11-13 01:42:00.0,cf42419c_99d0_4743_958b_66dd31d4aa90
0bd421db-a567-46e1-9339-395b52d6d506,964bea05-9d3f-4ec7-acb2-c75ab4bd0a32,2017-11-13 01:42:00.0,3143_clwa_3051
0f1c6f32-339e-4b5f-ab23-c7bbcf651e5e,f72d0d3f-37f2-40a2-8d76-38a839aab4bd,2017-11-13 01:42:00.0,3143_clwa_3219
15fa8e88-242c-4aa2-a782-56256433a663,09370bee-3c0d-49b2-8d03-18ce4ed2ebb4,2017-11-13 01:42:00.0,3143_clwa_3219
16aa7bfa-bb3c-406f-bb3a-2706e46ea30a,2c320657-09ee-49b8-b4ad-c1326dc64ff4,2017-11-13 01:42:00.0,aeb9a588_82ed_45aa_bb34_540c3d43f0c4
16d784cb-9fdc-46e3-a087-683759bf3476,549043bb-1e52-493d-ac75-6983e3bcf506,2017-11-13 01:42:00.0,3141_clwe_1100
17f1427f-1cf0-4408-9d1a-f258ad7db3d0,398f76ed-51e1-4471-93a4-eeaf82f1d7a6,2017-11-13 01:42:00.0,3141_clwe_1100
18c58ddb-e719-40b1-b692-9beb436fa2d1,da2b4976-6d6e-4859-9e1e-844710e6769e,2017-11-13 01:42:00.0,3142_clwa_2231
1dae04e2-2337-4b2e-92b4-5864699a2ba3,f33ff72e-701a-43d0-83d6-e52bcc121812,2017-11-13 01:42:00.0,3146_clwa_6011
224679df-2257-413b-b3da-59d4dd0d9101,e528e276-37b0-4efb-98d0-de97754e1e93,2017-11-13 01:42:00.0,3143_clwa_3051
248733f5-a7e5-42b6-ba2f-ab5a56f2efa7,95ddfdb4-7edb-44d1-abc2-159c67d16e13,2017-11-13 01:42:00.0,3143_clwa_3209
28470618-7b72-4872-8404-406c26b6e546,f4293882-9f69-4bf9-a7ed-814bb7f7a192,2017-11-13 01:42:00.0,3142_clwa_2231
2e1a7174-00fe-46b9-9900-7bda6e7c2fe0,4e5618d7-bb9b-48fa-9cb1-1d2eaa266574,2017-11-13 01:42:00.0,cf42419c_99d0_4743_958b_66dd31d4aa90
2f63e4e3-0b76-4a3b-ae0d-066bd9bf2236,3ac6a324-4975-4867-8cf9-4e72d9dcc5ce,2017-11-13 01:42:00.0,3143_clwa_3051
350ec554-4b25-47df-aaf4-b18e0ebc89ce,9d300bb6-abda-4ff9-8106-4166fe3666b8,2017-11-13 01:42:00.0,3141_clwa_1427
379f492c-cd50-42ae-85fe-3bc3d244a66f,629c7370-d5f9-48f8-90f0-c0070ca886c9,2017-11-13 01:42:00.0,3142_clwa_2231
44b664be-2ef6-41d0-8a1f-954aa75ab0f7,96c2fe44-c1b7-4905-b573-46cbacd0cd35,2017-11-13 01:42:00.0,3146_clwa_6049
458e21c8-1bd2-456a-918f-9aef3d1588cb,22d67344-19e4-4e99-a3b6-4ea00189ec51,2017-11-13 01:42:00.0,3b5beb17_fa65_41e1_b4c9_8c940fd59fb0
477a5e26-4da3-4a2c-860c-c9e515ced4bb,a2d234c4-f0e7-4b50-aece-c99446999291,2017-11-13 01:42:00.0,3142_clwa_2231
