0003f531-a6c3-4bc3-98d1-de01367525c3,23,1045,2017-11-13 20:46:00.0,3c00237c_249b_4d0c_8292_fa12337a3201
00e33ec9-0a21-454f-a0af-aa493025de09,91,811,2017-11-13 20:46:00.0,0a7682af_8bbb_4b1a_8881_f5fed64cf01e
034ee9e6-5307-4c7b-b05c-2b377304963b,69,3442,2017-11-13 20:46:00.0,07230185_08f0_4a6e_afe6_99df5e2266a3
038ed255-7e40-4e01-8216-7db434c40507,20,3508,2017-11-13 20:46:00.0,8c4ce3e1_2e42_41df_b233_3d6a870495d1
04189f0c-9f49-4109-ac20-8359ac22679e,75,1120,2017-11-13 20:46:00.0,2969e8e2_0d04_42ec_9058_d97d57fdce4f
04f4fd41-f04b-45d1-bdca-f941048deda6,53,3474,2017-11-13 20:46:00.0,c7fd711f_0776_4e24_b8a4_541f531d10f4
05ab5d32-10a8-4fb7-ab98-75a40e645fea,24,1879,2017-11-13 20:46:00.0,018e4c86_9020_4e5e_aeaa_566ae232a080
06e5e056-4b4d-4932-a45f-6735e36bb4d6,84,3232,2017-11-13 20:46:00.0,024a3278_1e25_4f9d_b190_747002ca215e
07d30c5a-73f5-4d20-9572-77a1b1c6c7d2,14,2263,2017-11-13 20:46:00.0,7543c5ca_091f_429f_bd2b_6c2e4c1fea30
081f1554-c533-4276-a7da-be5e210f09bc,6,3217,2017-11-13 20:46:00.0,1acff61e_d141_40b3_958f_67f58b1be106
088e152b-af01-4746-809f-eb840e6e4f7e,90,596,2017-11-13 20:46:00.0,9978e4d4_5b7d_414e_914f_185474567139
099d9f8b-ea8f-47b7-8eb4-bd1ecd8b2397,72,3235,2017-11-13 20:46:00.0,8da09f78_6fa1_4c76_9335_e2e20a0e6109
09a0d561-bff9-4015-bef5-98b4ef099be7,24,3235,2017-11-13 20:46:00.0,f9eb8d47_0c93_41a1_9bcc_90adacbd0914
0c8e21d0-4f1a-4afe-93b4-d1189f2843ac,21,1913,2017-11-13 20:46:00.0,97f8388b_a893_4bcc_9bcd_1d1538f63943
0d729c0e-0971-4986-9988-0817dfec69a6,65,3361,2017-11-13 20:46:00.0,75ac8df0_d34c_4d55_a362_6049d0a42b15
121991ac-a761-4582-bde2-7e471ff07e8f,100,3220,2017-11-13 20:46:00.0,6a88df69_0a32_48ae_9bfc_2cb515b608d9
1240bf38-4956-45b6-a310-5325c65a07fb,85,3217,2017-11-13 20:46:00.0,c4eb4e00_aa2a_4c51_abeb_c5e7833557ba
134406a2-6856-447f-8d55-3dc699fe0ebc,46,245,2017-11-13 20:46:00.0,b1c4afbf_036d_49e6_aa3e_2f9e38adf415
148b6f61-a237-4eca-8ba4-6b1604de86cb,48,241,2017-11-13 20:46:00.0,a2af0173_4cc1_4246_a38f_497803c40062
151d3a40-a335-443f-885f-71710e5eed4e,24,643,2017-11-13 20:46:00.0,eec8dbe6_dd60_4462_9a80_c3725a7afe74
15372d41-adc7-4085-bb7d-d4a8c1e750c3,56,1064,2017-11-13 20:46:00.0,0abfc370_5548_4114_8e75_fda8c74ec888
19aa27a9-92cf-4a9d-b49f-25b42751e821,10,2731,2017-11-13 20:46:00.0,bb0db23b_6baf_42ba_baf7_bb404a8cba6d
1a71dbd9-ca7d-4538-9f4f-0c218e3d8489,82,2155,2017-11-13 20:46:00.0,58c1bcb4_0193_436b_9048_249f88e55d20
1bdd6c40-a7c9-463c-a721-4ae1e3410a37,88,1086,2017-11-13 20:46:00.0,fd19e770_191f_46bd_91b4_1631e595dafc
1cfd0a3e-1a1f-448c-bb65-ad0b72a5ca14,5,3105,2017-11-13 20:46:00.0,e952bf24_1dc2_4dc1_aed8_5e1a1eca5813
1e4485ac-5b1f-4c16-8deb-c2baf55e957f,35,2111,2017-11-13 20:46:00.0,fd828935_2cd9_49f5_bbc6_5414a34e99c1
2117627c-635d-45fd-bb0c-cfc39c9a34d2,100,3233,2017-11-13 20:46:00.0,55eafae7_b5b6_4720_80ae_d94df696f999
21457239-195c-48c8-8b3c-195786a9771e,21,700,2017-11-13 20:46:00.0,f9f830b6_06bd_434a_963c_797fbd79082b
