009a7136-109e-4e2f-a24d-7b95682c52eb,2032,30,2017-11-20 06:30:00.0,vSensor2
02b8d42c-8fc9-4485-a1e9-4352ae5261cb,3243,56,2017-11-20 06:30:00.0,vSensor2
0325ad87-6aa6-4aa8-8b7b-294ede3ebf6b,5054,2,2017-11-20 06:30:00.0,vSensor2
03e9a195-37af-427e-b402-daf25375f3dc,2100_7,65,2017-11-20 06:30:00.0,vSensor2
04f02444-ea4e-47c9-a68e-808350406513,1407,85,2017-11-20 06:30:00.0,vSensor2
05e3a312-0765-43f4-ba59-e8d4ced5b6d5,6052,37,2017-11-20 06:30:00.0,vSensor2
05ea64eb-5d4c-4ddf-aabc-481d26366405,2002,25,2017-11-20 06:30:00.0,vSensor2
06f8b2c8-1cab-4e94-816f-12d2f3f7092a,1413,42,2017-11-20 06:30:00.0,vSensor2
0712cbec-46ed-4e33-a566-003e4bcaf2cc,6088,18,2017-11-20 06:30:00.0,vSensor2
07385491-2f1c-4023-9bbf-fdb3dd6be4c2,2062,54,2017-11-20 06:30:00.0,vSensor2
078f6aa0-8987-4423-8f77-e5fc425a11a5,2224,10,2017-11-20 06:30:00.0,vSensor2
08739999-c5aa-419f-bca3-eb7190506dc5,5231,100,2017-11-20 06:30:00.0,vSensor2
098708af-b358-49a7-9907-2d450d24e8b5,3086,85,2017-11-20 06:30:00.0,vSensor2
0a36818d-c40e-470b-b7ce-c16c8fb2faec,5100_1,35,2017-11-20 06:30:00.0,vSensor2
0a3fe564-57e9-45fd-bb2f-1126c2020d56,3039,55,2017-11-20 06:30:00.0,vSensor2
0b9d5446-c520-416c-a9b9-3a0e04a5e939,2241,25,2017-11-20 06:30:00.0,vSensor2
0fc1f98b-90ea-4f71-8293-5fb6f151ad83,3088,97,2017-11-20 06:30:00.0,vSensor2
10de2a97-2a6e-4459-9577-786529612bd9,6084,39,2017-11-20 06:30:00.0,vSensor2
11758c0b-c4e2-4e68-b3e7-01b3e0d6cd6d,6211,97,2017-11-20 06:30:00.0,vSensor2
12a89305-8e90-4580-80da-fccbfa167dcd,6042,52,2017-11-20 06:30:00.0,vSensor2
144b56aa-7f01-4a0e-8a5f-34a498b3a397,3228,51,2017-11-20 06:30:00.0,vSensor2
14af3584-22cb-476d-b8fe-3ebff842a53b,5226,96,2017-11-20 06:30:00.0,vSensor2
152690a5-3ec5-4959-bc7a-eb519994c463,5082,19,2017-11-20 06:30:00.0,vSensor2
15360015-dfc5-4dfd-9193-3a81e61f037c,3209,26,2017-11-20 06:30:00.0,vSensor2
15542212-72ee-4100-83aa-6994db457f36,3061,19,2017-11-20 06:30:00.0,vSensor2
1768f413-730b-4f37-80e5-0d26dafd4d9e,5044,98,2017-11-20 06:30:00.0,vSensor2
18b08d97-9b60-44c6-89be-1d676c026670,3065,93,2017-11-20 06:30:00.0,vSensor2
19ae6d99-121e-453f-83d1-9bcbabd568da,3100_5,3,2017-11-20 06:30:00.0,vSensor2
1aa39d5a-ecf7-4d01-95f9-93dcf47fd9bf,4065,61,2017-11-20 06:30:00.0,vSensor2
1b91a88b-ca28-4ea0-81b3-4c26a5b3faa2,4029,67,2017-11-20 06:30:00.0,vSensor2
1b95c408-3005-4408-b11b-ef16a1cfde8b,4038,73,2017-11-20 06:30:00.0,vSensor2
1bc92c85-a26c-4c9d-b1ae-9cc413cbfe8b,4092,71,2017-11-20 06:30:00.0,vSensor2
1c370388-e415-49f0-9391-2e72f0d3ff14,6068,15,2017-11-20 06:30:00.0,vSensor2
1cb02bae-cb75-46aa-8236-9fbaf9a3d506,4054,63,2017-11-20 06:30:00.0,vSensor2
1dc8a5e6-9cdb-4bac-a877-2b3bec79abfb,5092,87,2017-11-20 06:30:00.0,vSensor2
1e08d358-428c-46ed-bb01-7b81b35296f1,6136,7,2017-11-20 06:30:00.0,vSensor2
1e5ca03b-0198-455e-a206-ab245ca5e2b1,5059,76,2017-11-20 06:30:00.0,vSensor2
1ec983b0-2ac0-40c1-a85c-0482f03d9457,5212,53,2017-11-20 06:30:00.0,vSensor2
1fe59351-2b76-40de-8f29-45d72840612b,3074,78,2017-11-20 06:30:00.0,vSensor2
20ac28ea-fc9c-4503-9aa4-dc09ad5d8f58,5100_3,67,2017-11-20 06:30:00.0,vSensor2
21bcf733-7291-44a2-b312-f13fb0798140,2100_3,89,2017-11-20 06:30:00.0,vSensor2
21e72c77-6ba1-4962-bad0-9255890c68b7,5100_8,54,2017-11-20 06:30:00.0,vSensor2
22660e79-8188-46c0-98a7-785b3ce8e048,5065,29,2017-11-20 06:30:00.0,vSensor2
236ad63b-627b-4d86-a6cf-f8f2b5b97d6d,3100_1,47,2017-11-20 06:30:00.0,vSensor2
23ba4928-720e-494f-b637-27ba0240a0e3,1412,56,2017-11-20 06:30:00.0,vSensor2
24673852-421f-499e-bf79-5d3307da7cf6,6066,40,2017-11-20 06:30:00.0,vSensor2
25833aa0-4f30-45a7-9c3b-c85cb9f1aadd,4228,70,2017-11-20 06:30:00.0,vSensor2
259b3464-e084-4b31-814a-2912fb413cc1,6132,91,2017-11-20 06:30:00.0,vSensor2
27321693-ce84-48d5-b993-62ad2448ecd8,4231,2,2017-11-20 06:30:00.0,vSensor2
27483c47-99ce-46e9-8938-25e70c573eef,6039,69,2017-11-20 06:30:00.0,vSensor2
27b0df05-2135-4e80-89ac-1f58edace340,4100_4,47,2017-11-20 06:30:00.0,vSensor2
27b52751-83d5-467a-b47e-c97c17154fba,3056,67,2017-11-20 06:30:00.0,vSensor2
27d8a012-1f35-413b-961d-88326f04d757,4062,56,2017-11-20 06:30:00.0,vSensor2
286d669d-24f7-49ef-8725-dc75ad6d17e7,5100_5,81,2017-11-20 06:30:00.0,vSensor2
28a1ded1-5fae-47c1-a7bb-98396c4e3055,5081,19,2017-11-20 06:30:00.0,vSensor2
2a5bce68-778f-49d1-98cd-cd66e4ab42e9,5206,71,2017-11-20 06:30:00.0,vSensor2
2a99024e-1b33-45e2-b3dc-c62810b1305a,3013,68,2017-11-20 06:30:00.0,vSensor2
2b4ed2ba-7d6b-449c-bf2c-b0142845a991,2091,15,2017-11-20 06:30:00.0,vSensor2
2b8dca73-73c4-4d48-ad24-4225764845bc,5100_2,48,2017-11-20 06:30:00.0,vSensor2
2c567e90-f3fd-46f3-af3f-ca1046c9b789,2206,85,2017-11-20 06:30:00.0,vSensor2
2ccc46db-e805-4399-b97d-db80c04f28c3,4061,50,2017-11-20 06:30:00.0,vSensor2
2db96a5d-f4ef-467d-a2ef-922bfd79704d,3008,56,2017-11-20 06:30:00.0,vSensor2
2f219b12-50de-4d12-827e-ece3153e92da,3206,41,2017-11-20 06:30:00.0,vSensor2
2fe4c2dd-01b6-4320-82f1-f6774aeed3c6,5091,48,2017-11-20 06:30:00.0,vSensor2
3259e1d1-2284-4efc-b565-fe4fc33095e5,4100_10,92,2017-11-20 06:30:00.0,vSensor2
331db9bb-4e96-47a4-95cb-b5cac2ec3791,5209,54,2017-11-20 06:30:00.0,vSensor2
334cbec4-6c73-402c-b4b5-a2492155ca14,6218,78,2017-11-20 06:30:00.0,vSensor2
33604100-88c3-4383-80f6-5ea702d0fb1a,3011,46,2017-11-20 06:30:00.0,vSensor2
33885fdd-06e7-4430-8791-1cc39c73d613,2038,79,2017-11-20 06:30:00.0,vSensor2
34720063-d911-46db-b9ab-452aad238546,2076,8,2017-11-20 06:30:00.0,vSensor2
3560f42b-c38b-4fdd-818c-80d1d4c6f1f1,1427,21,2017-11-20 06:30:00.0,vSensor2
35d9f249-24a6-4b8e-bdea-8b5086afff52,3100_8,95,2017-11-20 06:30:00.0,vSensor2
360fcedf-776d-4faf-8837-c39e0fff1045,4084,9,2017-11-20 06:30:00.0,vSensor2
380b0267-9b04-44dd-be54-67ba0e8218d0,3068,17,2017-11-20 06:30:00.0,vSensor2
3affe2c9-d7c1-49a2-9c9d-d48657b86448,6092,21,2017-11-20 06:30:00.0,vSensor2
3bc47435-648a-4953-91e8-9dc5a7c4a7a4,2011,78,2017-11-20 06:30:00.0,vSensor2
3c1450ab-ca05-431a-af54-65fc2fd51543,1200,89,2017-11-20 06:30:00.0,vSensor2
