028dd52c-cf37-49d1-bab5-86df0354fb14,51,2017-11-20 11:57:00.0,e41874e8_5f3f_4483_a990_b7085c558fab
03df18ea-7392-4913-b1db-1727139ddf83,58,2017-11-20 11:57:00.0,09254ece_de3c_457a_8fdf_2e9ee544ab50
0775a2bc-1170-4021-9bae-5edfd42186b6,77,2017-11-20 11:57:00.0,917b08c4_9afa_4bfb_ab3b_66b1f25dbb13
07a786a7-8221-4c9f-b991-ecc53efba00c,84,2017-11-20 11:57:00.0,6db3dd7b_5827_4335_b55f_1854169b280a
080b86a4-426a-4f0b-9772-40459af437d0,33,2017-11-20 11:57:00.0,4b58ae34_33f7_493e_9d20_0b6957680aff
08422e08-3afb-406a-9478-f15840242cc1,14,2017-11-20 11:57:00.0,13dd1705_dbb4_4bad_91d9_420bc0020e66
087bbfb3-287e-4881-8954-fdab1e6459e8,13,2017-11-20 11:57:00.0,1b74e5d7_5b79_4eb5_9ae7_d8bb723f12f4
0bc78197-6007-4ace-a5a6-a235d975b1f6,42,2017-11-20 11:57:00.0,b89f9a97_56a2_4bbb_956f_3cf9092ed22f
0dfbf7ca-07b0-4fc9-8e45-31b68f77d1d8,8,2017-11-20 11:57:00.0,61e91104_b52d_4233_8a90_39481a7f981d
0e1b94c6-64c3-4677-be98-865e2bbe3a16,13,2017-11-20 11:57:00.0,c464c85a_458d_4235_aacd_38ad21a21c2e
0e268bd4-c876-4dda-91a6-5b53f2c579f7,49,2017-11-20 11:57:00.0,d78ece60_9d83_49eb_82b1_e65fa4f294c9
112e2183-e5b5-490b-a0bf-0c08fc592394,67,2017-11-20 11:57:00.0,d9adb796_7697_47af_880e_c03a7a313f73
12d31894-6704-435f-a02b-efe1e947158e,39,2017-11-20 11:57:00.0,ab88583b_fa19_40ef_a5c6_1deed1bff121
13cf82e9-b11a-4d43-9cb0-c69af2f963d8,27,2017-11-20 11:57:00.0,5ef9f950_e1d1_499b_be8f_f2345ef87bd1
144317d0-7efe-4245-9379-d2b1d5c1f3a4,45,2017-11-20 11:57:00.0,c5269d28_8210_4934_81a4_a14321d806ac
161a262b-2d65-42f3-9a09-1c426b0388aa,8,2017-11-20 11:57:00.0,7484762d_b582_45a2_817d_17ce2226e607
18dbfb07-a503-4b06-9098-c7182ec27a9d,60,2017-11-20 11:57:00.0,5427444c_70d3_4e84_8e69_e347d77e3434
1d828b9f-0187-4f0c-abc9-88ee40b1bd9b,98,2017-11-20 11:57:00.0,4942a30e_9c52_49f3_a7e5_bf3b6d41e5e1
214c0c36-7c87-4d6c-a81a-47e432204c51,82,2017-11-20 11:57:00.0,17234c72_f4f9_46f5_ae46_e72a88c82613
21f70641-3bc3-4e73-9b8d-b76a92ebbb74,69,2017-11-20 11:57:00.0,5d0364ad_a1f6_4727_afe1_f77df153a8e7
2b16334e-bcc4-4521-9228-9d172bf39544,55,2017-11-20 11:57:00.0,2ad4e5d9_6184_492c_999b_08a41e6ef3ad
2b41fc33-ded8-48b6-a2e6-0ad100705385,39,2017-11-20 11:57:00.0,253da454_84c3_4851_8fe6_3cd849a19018
2d17ad1d-4136-48e5-9da4-704523f09a19,64,2017-11-20 11:57:00.0,d4b1ddd2_0d39_4e93_9396_c735f5de44de
2d958fab-dbf6-4fa0-9ee1-af0a4905bd0c,5,2017-11-20 11:57:00.0,59896ee1_bbc8_444d_a713_256cd6835533
2ec76ffd-477d-4126-93d0-bdede4fd69c3,12,2017-11-20 11:57:00.0,84ec4674_ebb4_428d_a623_85bf2319cf5f
3330d612-de57-44d8-9385-2040b5398303,70,2017-11-20 11:57:00.0,04e8772e_7f5f_48de_b856_9a190d8e34e4
334f20fc-c880-4296-aeee-568e17d5393a,53,2017-11-20 11:57:00.0,35408512_fc7c_4f9c_a220_278f56437ccc
35d0b98e-7194-43e8-9629-3caaa323fe50,34,2017-11-20 11:57:00.0,b5c1602d_9ade_49b3_a77c_52214465c488
35d753e7-2e72-4c02-9f28-51876066135b,52,2017-11-20 11:57:00.0,e92f3f67_5f50_4747_96d4_011b9f4fb699
36efe8e0-ea5b-46f6-9027-af71cd862441,18,2017-11-20 11:57:00.0,56b7785e_8b38_4e90_ae3b_37daadaa4db9
3765f15b-93e2-433a-9a8f-293143ef257e,74,2017-11-20 11:57:00.0,0c393946_452b_4211_ab49_f43a1567e940
38a533a5-eef9-442f-bbdd-fa72e1a34d8e,37,2017-11-20 11:57:00.0,8d7e5013_4294_4d6e_9220_dd0ff799f303
39eaf844-1c79-4ee1-92da-53ef76e9bc58,80,2017-11-20 11:57:00.0,04d973d8_6be3_4d1f_935c_2323003e6990
3b30c041-2f99-4c93-95b3-9675c79b0be9,15,2017-11-20 11:57:00.0,f915dc19_9b9c_4139_bbb7_e4bf5a8a0a84
3e368d91-1768-4d9b-b263-a69c240a0013,94,2017-11-20 11:57:00.0,4777eb44_178b_406c_9b49_9adf3f20f6e9
