0037ea73-ecd7-4f47-8793-59e31293e26f,8c6521eb_b310_4c10_9135_be6b3517ae68,4100_9,2017-11-23 08:28:00.0,vSensor1
02971009-7c30-4e70-9b31-e4b4fc9494c4,1b468fb7_2b02_4a96_8198_d362833e1b29,4069,2017-11-23 08:28:00.0,vSensor1
02c543d8-1c25-4808-a570-331c66b73c94,79c8332f_8615_491f_9131_90c5ba81c049,3054,2017-11-23 08:28:00.0,vSensor1
0310c558-cb59-4b73-bba5-6d93cc06e44a,24df41ea_a5d3_47ac_9892_360ec2cac6d8,4243,2017-11-23 08:28:00.0,vSensor1
05ea4722-3b24-4d4b-8cef-a75f11d15a30,4419112f_eaa3_4e1d_96db_bed55ec9a657,3011,2017-11-23 08:28:00.0,vSensor1
05fdfeb7-74cc-49a0-9e7b-6fabb69449ca,6fba2ea6_f14c_4f36_b5c4_f25459e7059b,6072,2017-11-23 08:28:00.0,vSensor1
08933404-87b5-4b96-b5bc-4ff21fd55df6,804b08bb_8e08_4b8e_99cf_5d601ae28e0c,4038,2017-11-23 08:28:00.0,vSensor1
08acd57b-78af-4187-9db2-cbfeccdaad79,232abb88_7109_4f6f_937e_309fee9a6bfe,3084,2017-11-23 08:28:00.0,vSensor1
0ba25b48-508e-40c9-b695-4f8312956af8,87154941_6a8f_44df_8716_72195030c0f8,2241,2017-11-23 08:28:00.0,vSensor1
0c15752d-967a-4e48-aae3-14623666476f,89e30616_fb93_422e_8eed_8af41361de4c,5039,2017-11-23 08:28:00.0,vSensor1
0ff1b537-f0a6-4c3a-8258-19085a8d1506,8287abe4_2229_40dc_a63d_2e539c79c3ae,5211,2017-11-23 08:28:00.0,vSensor1
1176a601-870e-483e-a832-5ea10dd318a6,071feac2_cf5d_4c8a_9ee0_b3dbb0431241,5100_5,2017-11-23 08:28:00.0,vSensor1
11f7a771-abee-47b7-acff-e95d5603d651,99fb60fc_f7c9_4cae_8492_67091baab055,4074,2017-11-23 08:28:00.0,vSensor1
14bf640b-9a43-4bf9-b14d-2c6008caa674,8ae96b48_9509_490b_b49a_5f45a46ae5c9,2228,2017-11-23 08:28:00.0,vSensor1
1761eea0-406d-4109-bd0b-62889c66c340,1b855545_b993_40d0_b9cc_0ae8cec50f31,6024,2017-11-23 08:28:00.0,vSensor1
17c38f6d-3721-49c4-83a5-64cdab7ec8fc,1afd29ce_54df_4740_8e6d_f50dbf5b97de,2028,2017-11-23 08:28:00.0,vSensor1
1a24fd24-607e-46fc-ad2b-f164599a7745,62f4dc3c_9ef2_4a0c_86b3_ae8422d19fe3,3068,2017-11-23 08:28:00.0,vSensor1
1a620224-0a7d-48f2-871f-26e06913c7bd,7952cdf3_2cdf_48d3_879b_76057f7ff009,5206,2017-11-23 08:28:00.0,vSensor1
1ac6c70d-bd20-41ab-aadc-1c9e472e9afb,cf6eed8a_27ec_44cf_b31f_eb600b6d33ef,4214,2017-11-23 08:28:00.0,vSensor1
1e2c84a1-ce9e-46da-8a39-15fec1a85cd7,1848cb53_4049_4598_876c_2c1d707b17ab,4086,2017-11-23 08:28:00.0,vSensor1
20ebfa4b-93bd-4404-9341-b5acc974ee0e,726fe54c_1015_431a_b5b8_19832fb13623,1407,2017-11-23 08:28:00.0,vSensor1
226abbaf-b7a3-4c94-b4ae-dbb3848341d3,5ebaaa43_f117_42ed_983a_07db34a484e8,2226,2017-11-23 08:28:00.0,vSensor1
22a59c5b-1e5a-4454-8ae8-486bd2047a59,cfea84f3_f1bd_4541_a683_91b3a4fa3996,6034,2017-11-23 08:28:00.0,vSensor1
2440ad72-0c73-4ca7-bd0a-dfcef8503af7,dca87bad_2cc5_4fe2_b018_8075fd338170,5232,2017-11-23 08:28:00.0,vSensor1
25513040-d7fb-4edd-b00f-cb6e002551f0,18083f22_b105_4aee_820e_16a645f87642,3100_6,2017-11-23 08:28:00.0,vSensor1
2640c8da-71c9-46fe-8a81-44deada139e8,13e09eca_43c3_47bb_8eb5_ba4bb58a7c15,4228,2017-11-23 08:28:00.0,vSensor1
265ccc62-7a99-4287-96c6-c2625dc82c36,bb55f819_d35f_4d3c_a3a2_5c25c39b1730,4100_5,2017-11-23 08:28:00.0,vSensor1
