05d97f90-ef0f-4fda-aa59-bbf036b4a521,901bf6d9-5234-4d8f-992e-7ac64cac56e5,2017-11-21 01:48:00.0,3141_clwa_1425
07225309-12b6-4df3-bfc2-0e9ed4c4d846,ee9a745a-7354-4605-b74a-7475aef9c0d6,2017-11-21 01:48:00.0,3145_clwa_5039
07d82bc8-3966-4e5b-983b-d0f42546f6ca,3201ab3f-aea2-412d-8c79-005cebfd4984,2017-11-21 01:48:00.0,3141_clwa_1431
0cc52156-34e1-4120-b7d0-d16513b5f7ac,4d7a72d8-921c-4231-b861-41b1a31e12cb,2017-11-21 01:48:00.0,d2c365c4_b807_4354_954b_6870a88c3236
157a5616-adb1-4a46-9163-e7ab3f516994,64809a62-dc65-445b-86ff-2a9e4d527d8f,2017-11-21 01:48:00.0,3141_clwa_1429
15e01408-3f4a-4cc8-8d25-82a8fecba16f,d454aa62-be0f-4b05-9061-00a3a5437df6,2017-11-21 01:48:00.0,3141_clwa_1425
177688b2-0ea2-4002-9282-0649158c5496,9db678d0-506e-4625-9a6a-127e80e35b22,2017-11-21 01:48:00.0,3141_clwa_1425
19e86ae2-6738-4607-ad18-47384b79f824,9647f1da-813e-49ff-aa63-6d4d045a02c3,2017-11-21 01:48:00.0,3141_clwa_1422
1a3691ff-a449-4d47-879f-14e904eaeffb,702ecdd3-d468-44c0-b050-7eaa203f2969,2017-11-21 01:48:00.0,3141_clwb_1600
1bb37d4c-f53b-4d94-9635-529ca5181ba3,1591ee1f-f882-416a-a3aa-d384c8309cf6,2017-11-21 01:48:00.0,3141_clwa_1425
1d2dc59d-70d3-4a67-8c0a-89914dd727dc,395198b0-22cd-4042-9d23-d92f86ee01c1,2017-11-21 01:48:00.0,d2c365c4_b807_4354_954b_6870a88c3236
1ed5fc54-d675-4e0f-8d9d-0bba7196a93e,d4f9dfbd-8111-4386-9094-ee5b58440dd3,2017-11-21 01:48:00.0,3141_clwa_1431
1fe7a728-15c2-4521-8a93-8e685c02b67e,1456ed58-9a9e-499e-9e76-1670964c5f23,2017-11-21 01:48:00.0,3142_clwa_2039
21478cc3-2523-4ab1-9135-0330a2322a50,afcf808b-4eba-4840-bbb5-f2bc01025a6d,2017-11-21 01:48:00.0,3141_clwa_1422
2163a2aa-8a9d-4bcf-9cd2-7b37ebe02028,02adab73-051e-41d5-b03b-c6586ccd2b70,2017-11-21 01:48:00.0,3141_clwa_1429
23dcf836-0b5a-4f21-ba9a-ca7919c8b7d5,b119d342-5aed-45e9-b0c4-73c9647cfb88,2017-11-21 01:48:00.0,d2c365c4_b807_4354_954b_6870a88c3236
2519d620-31b4-45da-b281-046024553c4c,7de836e9-ba36-4603-93e8-be98e61c4a09,2017-11-21 01:48:00.0,3141_clwa_1431
2e61463d-cb1e-4f7f-a731-4cc5e8259b34,0f8f8ede-eb2a-4e29-9e9d-e15c509252d1,2017-11-21 01:48:00.0,3141_clwa_1425
359eaca4-4e5b-4d41-ba17-af864da9891e,002cf422-0a21-4971-af01-59b52140f417,2017-11-21 01:48:00.0,3141_clwa_1429
35c81dec-8da1-4f23-8a87-087b4456ed91,f21fd26f-6a51-4a3c-a3a6-d27155e6b810,2017-11-21 01:48:00.0,3141_clwa_1429
37985b90-c3e8-40a2-aed1-895a075e1acb,96c67d12-4e45-4361-983e-74c767291f00,2017-11-21 01:48:00.0,3141_clwa_1422
3b2cc50f-4da2-4a37-9ffa-135894df6f1b,1456ed58-9a9e-499e-9e76-1670964c5f23,2017-11-21 01:48:00.0,d2c365c4_b807_4354_954b_6870a88c3236
4092c8e7-e210-4ac8-9c2a-baf7a2ed3932,aebd0ae9-0053-4a24-ad19-14de38f2628a,2017-11-21 01:48:00.0,3145_clwa_5039
4132f5c8-3e72-4672-b1af-6ca954c64274,fb061511-793c-46cb-89fa-3c79ba2ba1c7,2017-11-21 01:48:00.0,3141_clwb_1600
4350e8bb-2fd5-4e3b-8d16-089549e9960f,1b844620-ca7e-4622-bb2d-d02405f96ba6,2017-11-21 01:48:00.0,3142_clwa_2039
47f27e13-5ae3-47c7-9dfe-f05876c96280,c94752ba-dfb7-4592-b659-05709be811d7,2017-11-21 01:48:00.0,3145_clwa_5039
48223d20-9117-49f8-abd7-b9426157269a,984fe43d-cf4f-4055-967a-64c9726541be,2017-11-21 01:48:00.0,3142_clwa_2039
49a27993-308e-4a5f-81a4-8c587156a9fa,f32e79f1-4dec-459a-8d5e-5b3de9add6a2,2017-11-21 01:48:00.0,3141_clwa_1425
