028ceb70-a02f-454c-8ab3-d3436b0ba730,678c2052_f74d_4498_b6c8_8aaccba2e787,4048,2017-11-27 09:18:00.0,vSensor1
02963c76-faad-4a48-b934-fad89df07cd9,7fc234c4_82d8_4898_90a6_1aafcd39daed,2226,2017-11-27 09:18:00.0,vSensor1
02d2d16d-d236-4c69-bcdf-7a0c56721bc2,a01098a8_9684_4f6d_9b58_4baa0b0b5a71,3219,2017-11-27 09:18:00.0,vSensor1
06cd6664-6b9e-4685-92dd-e10fbe236ccf,0f92f240_4a41_4f97_8fa3_fbd136e5fcd0,4100_3,2017-11-27 09:18:00.0,vSensor1
0aed104e-01b8-4cef-9b44-b870777dddbf,18a2f017_c11c_492c_95b7_ec9597cdf1be,4026,2017-11-27 09:18:00.0,vSensor1
0d54d3ff-71a6-4b1f-a786-6b537032b41d,5db0ced8_7e49_4456_83cf_25e3c1013997,6026,2017-11-27 09:18:00.0,vSensor1
0ecd986f-4044-4ce9-804c-369c774aa95b,5b139d8c_c687_456e_8045_fd70c57c89ef,1429,2017-11-27 09:18:00.0,vSensor1
0edbf76a-fb27-4813-94f7-9ef8a028f088,a99f5369_3988_4972_a152_e66ede06b6ad,5051,2017-11-27 09:18:00.0,vSensor1
11ac23e1-8070-473c-adec-4ac87784f589,af1708ed_b3c2_497a_80eb_31adad20bda1,4074,2017-11-27 09:18:00.0,vSensor1
11bb2add-c8d0-4501-82b0-8e1baa3907c5,c747bd44_d92b_4f3f_8492_fc7e1c52093d,5100_1,2017-11-27 09:18:00.0,vSensor1
161b89e0-538c-4814-a2dc-8f6122331b56,166ffc5f_8380_4344_9075_57c192294637,3058,2017-11-27 09:18:00.0,vSensor1
16bc349b-985c-405e-a11a-642f8cd8a282,0f16c86f_b817_43cc_8294_cf031a9aa9ae,4092,2017-11-27 09:18:00.0,vSensor1
16f0a1ec-64d8-492f-a9f2-24519e324b68,7b5cbe56_4f18_4680_ada5_e7bc9e42935b,5221,2017-11-27 09:18:00.0,vSensor1
1eea0ead-0a21-4956-ab3c-1b4b4928300e,d5daba5e_2186_4c48_a9e7_78de47bb788a,3219,2017-11-27 09:18:00.0,vSensor1
1fc3dbc8-6ea5-43bf-b956-29e6acf48c7d,14d3b287_05ef_492a_a575_281eed80b0ef,1431,2017-11-27 09:18:00.0,vSensor1
22c6203e-b893-4596-a98b-e7f86d9b75ac,7cfac898_419f_4dbb_9f4b_b6acaea86528,2202,2017-11-27 09:18:00.0,vSensor1
32c0fee1-b3bb-4e62-9254-5c614a84b014,7494c554_dc22_4858_a5a7_fb7b7244983c,2100_4,2017-11-27 09:18:00.0,vSensor1
3356300e-f575-482b-b361-e9b5ddf143c3,726eabb6_7236_48a2_97fc_966481a2302d,6064,2017-11-27 09:18:00.0,vSensor1
35f7ff1a-1251-44f0-8991-0e906dc59adb,bc70b32e_2f18_440b_8d6c_6588b869c2f5,4032,2017-11-27 09:18:00.0,vSensor1
37df8678-1f9d-4b1b-a8dc-361ff7225349,6cbd1973_f1c0_4ef6_8efd_ea67e2d36f1e,3066,2017-11-27 09:18:00.0,vSensor1
39148e5f-8446-46e6-9e17-7462f566c13b,466983c9_f59a_4355_a4a3_9159b2a11413,4086,2017-11-27 09:18:00.0,vSensor1
3ad3c7d1-fb70-4086-8694-465b1ecfeab1,71527ba9_6bbe_4141_a9ed_9cc38cfe1f36,4208,2017-11-27 09:18:00.0,vSensor1
3b80ebf9-fc35-4a3d-8bef-6c781656ac12,9663e7fc_8b63_4af6_b5ed_754d994b7a86,4086,2017-11-27 09:18:00.0,vSensor1
3f0284df-5fd0-4d9b-828e-0e78f904166b,8761579c_daab_4ee8_adfb_9469bda62093,5231,2017-11-27 09:18:00.0,vSensor1
40fda02b-d9bf-4e9e-9fc7-5a070d1b8073,7037e771_6de9_4c55_80f0_4dd5c890a36b,3228,2017-11-27 09:18:00.0,vSensor1
419ce479-a9e0-4802-a866-d8975056f08a,dde56272_4c10_4da8_8a40_3ee63c2f1028,4029,2017-11-27 09:18:00.0,vSensor1
4285c468-16ef-44b1-98e7-438572e329d0,53774a6b_4989_49f6_b085_9549fe03b12e,6132,2017-11-27 09:18:00.0,vSensor1
43367333-523e-411e-bddb-4b4023b166d7,622e1edb_1803_4eb7_a480_54cd78d883c2,3048,2017-11-27 09:18:00.0,vSensor1
43439c51-5526-4c27-a18c-c39343ffc868,2c4d7b1a_a97e_4e0f_acda_9ecf5e3c1758,4002,2017-11-27 09:18:00.0,vSensor1
4387c0ad-c7b3-437c-8e31-1482bbc6455b,880291ef_04b6_4178_9b8e_a9d81643a824,5074,2017-11-27 09:18:00.0,vSensor1
43eb178f-94fe-45bc-87e9-06fc112ecb54,c307e981_4bd9_400d_a5d7_abd370ba1895,2032,2017-11-27 09:18:00.0,vSensor1
467da148-0ed3-48e6-a53f-38309dbfea22,df82f761_a89b_4973_b146_3e9dc61feaa3,2044,2017-11-27 09:18:00.0,vSensor1
4b395684-1e74-49b5-b3ce-5d3ecf2e812c,0b450c2c_307b_4daf_8fad_8ed46d57888c,2068,2017-11-27 09:18:00.0,vSensor1
4b8b8802-e34e-4fb7-87ff-b11bafd96528,b3e4149c_ba24_461e_8507_18a94f41a953,2008,2017-11-27 09:18:00.0,vSensor1
4dbf2d78-0f22-408f-b24c-46c0568a652a,90304dd0_2273_44d6_ab12_be4ef37b1942,4100_1,2017-11-27 09:18:00.0,vSensor1
5030d62b-c757-44d7-a3eb-9ae6c5b03bd4,60e14ab1_165b_47ac_84ea_4ba4e7165a4e,2202,2017-11-27 09:18:00.0,vSensor1
525057f0-dcb1-4d85-bd84-234a7af46fcc,142bf387_30ee_4ca4_bd46_55613db5b86e,2228,2017-11-27 09:18:00.0,vSensor1
