00141e1a-aafc-4ad9-bc61-a5eecefe120e,4058,10,2017-11-19 03:06:00.0,vSensor2
007848de-f199-40f1-86cd-887789bce8bc,2202,94,2017-11-19 03:06:00.0,vSensor2
021b210a-d180-4fbc-996e-2f92f0e8d382,1433,57,2017-11-19 03:06:00.0,vSensor2
02397d0b-6514-4bd6-a610-f45c1eaf5f42,3042,84,2017-11-19 03:06:00.0,vSensor2
024c7cc7-4cce-4fac-b8aa-206f0b2a2c0a,6032,26,2017-11-19 03:06:00.0,vSensor2
03a93a8c-3128-4c42-ac41-be6537a386ad,4068,56,2017-11-19 03:06:00.0,vSensor2
03d3734a-5ead-42d8-b6f3-979b5657c955,3100_3,91,2017-11-19 03:06:00.0,vSensor2
045b3776-5294-4a67-94e5-c14a43f5dbe3,4100_2,32,2017-11-19 03:06:00.0,vSensor2
04c52786-3acf-41e4-b7dd-c5ab32c800d0,5044,10,2017-11-19 03:06:00.0,vSensor2
06759486-7f05-408b-8af8-0a62654430b5,4061,30,2017-11-19 03:06:00.0,vSensor2
06beef14-86a3-44fd-91e6-12a1eeb4fd7f,2208,24,2017-11-19 03:06:00.0,vSensor2
07847e1b-54a7-4a05-86f5-2a9a61bcfd89,5224,81,2017-11-19 03:06:00.0,vSensor2
08d7de68-8bdb-46fb-8af2-c875c37b2ccd,3243,76,2017-11-19 03:06:00.0,vSensor2
08e49329-b817-4d56-95c5-2b9bb8a5cb28,3204,36,2017-11-19 03:06:00.0,vSensor2
08edb9a9-efc0-4c0d-9a6e-b9b105e381b9,5100_9,16,2017-11-19 03:06:00.0,vSensor2
093737f8-f4c8-4cac-93d9-665d1d80233a,6046,13,2017-11-19 03:06:00.0,vSensor2
0a8c629f-29a2-4393-a187-0b9bf8374462,5231,68,2017-11-19 03:06:00.0,vSensor2
0bbe40e7-0591-4e38-bcfd-58795b0ba390,5202,28,2017-11-19 03:06:00.0,vSensor2
0c6d54d5-b8fc-4e6c-81a0-a8e797034b9c,3100_7,98,2017-11-19 03:06:00.0,vSensor2
0db493ba-afa6-4b5e-b3c1-63e88c493e6d,2216,35,2017-11-19 03:06:00.0,vSensor2
0eced017-6dfe-4889-8610-562aa292e928,1422,70,2017-11-19 03:06:00.0,vSensor2
0f3573a9-a3ae-45e1-8c44-1409cba43723,2052,42,2017-11-19 03:06:00.0,vSensor2
0fc5a27d-e749-4417-8eca-68c56631fef8,1407,67,2017-11-19 03:06:00.0,vSensor2
108023b7-114e-4ede-9b69-00bf2076518b,3058,19,2017-11-19 03:06:00.0,vSensor2
10a354dd-3646-4e2b-8ad3-d7d006bd663a,5052,82,2017-11-19 03:06:00.0,vSensor2
11a0e6de-4e98-4ea0-889b-39be6144326e,3100_8,43,2017-11-19 03:06:00.0,vSensor2
1288003d-3c79-4dfd-b712-c99058304f17,5216,9,2017-11-19 03:06:00.0,vSensor2
13a8f0c0-a034-46b7-9706-52d8c4f197f7,3209,47,2017-11-19 03:06:00.0,vSensor2
