04a2e0a1-99d6-49f3-884a-cdeba66f7db5,d8ed5329_5286_4508_8605_9bc8add3bce7,5100_1,2017-11-09 12:39:00.0,vSensor1
05c03259-5fbf-427f-a7fe-34a9c5947397,aa3473a3_100f_473f_8e4d_16284287b27c,2002,2017-11-09 12:39:00.0,vSensor1
0767c067-16a2-4cf3-8648-1fb31a0f4349,a5a56ea7_bf4b_476e_99f9_26b7a3b5746e,6039,2017-11-09 12:39:00.0,vSensor1
087f2834-261d-4bde-b4a6-f7d6bcd2cb00,46852809_f8d4_4a52_9aed_f5660755ce92,3100_4,2017-11-09 12:39:00.0,vSensor1
0b54dd87-825c-40e5-9def-06f2353b3ba1,71527ba9_6bbe_4141_a9ed_9cc38cfe1f36,2092,2017-11-09 12:39:00.0,vSensor1
0def5dc2-e76b-4d3c-b30a-07054736e108,f5b88be4_3e22_41ff_a852_8d29790a36bf,2013,2017-11-09 12:39:00.0,vSensor1
0e22a2cd-81c2-4b21-9765-57f6d9258b64,ba58fc0d_fe81_44df_ae2f_084823d08404,6026,2017-11-09 12:39:00.0,vSensor1
1054cabe-0ced-47ee-8839-cf787214be3d,de58614e_695c_4456_ad29_db90b568e8a4,4100_7,2017-11-09 12:39:00.0,vSensor1
124b29d3-89a8-4899-b898-5f77430fab9e,dcc2e403_2e80_4a4a_863c_a2015e50d4dc,3084,2017-11-09 12:39:00.0,vSensor1
1301dc25-1e8f-4d88-83f8-3e3076e8015d,4fb5c87a_69c6_440e_a7aa_e5f75b420aab,5221,2017-11-09 12:39:00.0,vSensor1
1734530a-ae7c-4199-8495-42cfc00226c5,4d59df11_f612_40a5_ae94_39867466c235,4100_8,2017-11-09 12:39:00.0,vSensor1
17def599-0327-432a-96e0-b48d4590805b,7a15947d_6440_43b6_a8ad_3dac25d75fad,1600,2017-11-09 12:39:00.0,vSensor1
18e1c21b-6b79-4be4-abba-9c2b363d3b55,28f82e97_45d3_428a_afd9_f218bcf0d503,4052,2017-11-09 12:39:00.0,vSensor1
1c4428e9-539b-441b-a6f0-477a1e2ed5ee,c15e7451_b692_4d6c_ae29_1763db8355a9,5056,2017-11-09 12:39:00.0,vSensor1
1c7b4e62-d947-4ca8-9e2c-dbfdb160826c,e6444e9f_1a75_4941_bca8_75a425d43c11,4029,2017-11-09 12:39:00.0,vSensor1
